userId,movieId,rating,timestamp
181,323,2,878961304
567,299,4,882426350
655,1045,3,887427473
474,605,3,887927670
554,678,3,876231229
664,168,4,878090705
148,549,3,877398385
268,159,2,875745350
387,446,2,886481800
246,404,3,884922434
48,194,4,879434819
256,1208,3,882164927
429,23,4,882385243
234,436,3,892334765
405,1232,1,885546681
405,679,1,885547997
588,118,3,890026210
660,24,3,891198277
505,172,3,889334129
268,479,4,875310463
643,208,5,891448136
392,312,4,891037561
666,174,3,880139586
573,713,4,885843817
689,273,3,876676165
690,218,5,881179906
665,65,4,884293523
466,231,1,890285159
639,387,3,891239380
184,707,4,889908873
87,195,5,879875736
406,610,1,879446228
461,319,3,885355778
592,367,4,882956510
60,227,4,883326784
364,990,4,875931478
314,655,4,877887605
7,540,3,892132972
416,431,4,886316164
527,238,5,879456405
663,47,4,889493576
518,1040,3,876823541
271,498,5,885848672
497,418,3,879310021
345,4,4,884993619
363,90,5,891498183
201,556,4,884111397
268,559,2,875744556
586,742,3,884057578
686,28,4,879546147
