userId,movieId,rating,timestamp
592,272,5,882955387
545,215,3,884133881
487,956,4,883530702
521,380,3,884478483
648,304,5,884363798
144,466,2,888105823
497,526,3,879362478
548,315,3,891415258
308,11,5,887737837
5,371,1,875720967
178,50,5,882823857
588,496,3,890023879
378,234,4,880045652
592,61,4,882956586
627,300,4,879529486
264,1474,2,886123728
346,597,3,875003052
181,844,1,878962816
345,79,4,884992291
81,237,4,876533764
587,312,2,892871563
422,665,5,879744143
210,514,5,887730532
543,71,4,874864870
472,66,5,875981158
543,748,3,876110379
551,1079,1,892785431
537,553,2,886032123
592,32,5,882956067
579,1047,3,880952579
394,226,2,880888850
92,1211,3,876175395
501,313,3,883346623
618,210,3,891308703
561,98,4,885807393
7,578,3,891354090
363,1101,3,891495004
210,15,4,887737710
94,191,5,885870175
136,744,5,882693569
13,769,3,882397040
405,603,3,885548578
457,747,4,882397787
399,237,3,882510490
254,622,4,887347350
62,357,4,879374706
501,257,4,883348114
393,824,3,889731793
397,435,4,885349376
243,708,3,879988520
