userId,movieId,rating,timestamp
896,22,5,887157947
42,181,5,881107291
897,136,5,879990843
498,423,3,881957267
883,176,4,891696895
843,188,2,879444767
782,1537,3,891500066
314,41,5,877887802
561,233,1,885809246
392,1226,4,891038288
592,22,5,882955506
523,255,5,883700144
747,187,5,888639318
741,92,3,891456427
880,412,3,880167306
638,117,4,876694995
715,96,4,875963538
787,937,3,888979074
886,589,3,876031365
908,434,4,879723128
887,421,5,881379954
501,108,4,883348564
804,176,4,879441702
543,1073,3,874863269
795,152,4,881260622
13,799,4,882139937
696,124,5,886404617
543,23,4,874864183
276,248,4,882659269
727,397,2,883712780
798,110,4,875914458
791,259,3,879448087
825,619,4,880756834
630,125,3,885666875
887,946,4,881381348
753,357,4,891401901
450,750,3,884098229
653,219,1,880152780
1,95,4,875072303
279,191,3,875734031
642,186,5,885602739
927,237,4,879177508
785,886,3,879438591
25,134,4,885852008
758,241,3,881977109
3,336,1,889237198
846,26,4,883949335
330,422,4,876547853
807,566,4,892528999
774,526,4,888556600
