userId,movieId,rating,timestamp
718,15,5,883348962
457,147,5,882395400
705,183,2,883427988
681,682,1,885409810
348,685,4,886523560
535,265,3,879619144
692,866,4,876953733
883,703,3,891693139
758,154,5,881975267
431,269,3,877844062
222,446,3,881060824
652,96,4,882567356
303,869,2,879485703
290,95,4,880474590
937,242,3,876762200
429,155,2,882387633
732,289,3,882590201
933,196,4,874854932
904,328,2,879735136
916,212,5,880844879
474,608,4,887925187
721,684,4,877138200
95,511,4,879196298
921,892,3,884673402
591,709,4,891031426
416,80,2,886317825
870,384,3,875680597
716,519,3,879796555
579,202,5,880952270
747,507,3,888639890
741,173,2,891018366
497,1415,2,879363748
567,127,5,882426246
393,121,4,887744419
329,8,2,891656391
707,248,4,886285498
648,452,3,884883679
853,264,3,879365169
889,12,5,880177880
699,124,4,878882667
826,501,3,885690380
856,313,5,891489217
708,118,5,877325545
674,245,4,887762430
456,547,3,881371660
903,333,4,891032653
767,183,4,891462870
536,427,5,882359455
303,147,4,879467816
374,779,3,880939186
