userId,movieId,rating,timestamp
690,9,3,881178232
901,949,3,877131500
474,127,5,887915188
537,528,3,886030805
489,351,5,891446623
13,78,1,882399218
276,12,5,874787407
683,272,4,893286260
275,199,4,880315170
653,174,5,878854051
361,285,4,879440516
482,328,4,887643289
523,258,5,883699583
763,25,4,878922982
504,216,4,887838450
846,575,2,883950569
863,1434,2,889289618
194,496,4,879520743
682,628,4,888517364
625,174,4,891263589
452,1057,1,876215627
661,657,4,876013714
733,1226,3,879535968
647,405,4,876532747
805,469,4,881698243
932,54,4,891251038
276,303,4,892436271
889,11,5,880177941
747,393,2,888733111
829,170,4,881698933
435,181,5,884132208
622,781,3,882671595
679,1,3,884487688
922,403,3,891450805
804,1228,3,879446090
881,71,4,876538322
396,823,2,884646647
198,423,3,884208241
321,435,5,879439860
785,168,4,879438810
100,892,2,891375484
13,691,4,889316404
447,12,5,878855907
457,284,3,882394010
442,227,3,883390574
659,474,2,891384739
697,328,5,882621486
358,114,5,891270652
274,472,3,878945918
387,513,5,886483330
