userId,movieId,rating,timestamp
617,1612,1,883788511
805,196,2,881698778
846,173,4,883947819
833,223,4,875038888
878,237,3,880868955
910,1025,2,881420507
115,83,3,881172183
891,866,5,883489497
458,52,4,886398187
932,484,5,891249586
308,257,4,887741526
537,676,4,886029889
892,96,4,886608977
537,514,4,886030583
792,1054,1,877910666
934,234,2,891191875
408,242,4,889679947
885,82,4,885715907
864,283,5,878179514
279,482,4,875306613
833,401,2,875135113
879,304,4,887760912
698,211,2,886367066
927,255,4,879177027
442,871,1,883389455
782,887,4,891498676
660,429,4,891199833
344,117,3,884899767
308,66,4,887740788
407,1160,1,890687550
883,1404,3,891694372
889,955,3,880179536
843,527,3,879448138
933,1188,1,874938474
64,693,3,889737654
919,331,4,875920290
140,988,3,879013719
840,127,4,891203366
524,56,4,884634849
913,60,3,880946006
394,795,2,881059103
916,42,5,880844958
478,235,2,889388357
782,333,3,891497698
936,246,4,886832282
410,272,4,888627138
276,23,5,874787467
639,714,2,891239886
167,641,4,892738341
279,47,4,875296375
