userId,movieId,rating,timestamp
253,483,5,891628122
194,62,2,879524504
70,71,3,884066399
203,332,5,880433474
49,72,2,888069246
308,673,4,887737243
246,426,3,884923471
280,231,3,891701974
180,433,5,877127273
110,1250,3,886988818
327,811,4,887747363
339,47,4,891032701
194,132,3,879520991
1,225,2,878542738
36,319,2,882157356
342,746,4,875320227
260,1105,5,890618729
40,754,4,889041790
175,31,4,877108051
62,827,2,879373421
138,100,5,879022956
252,9,5,891456797
59,421,5,888206015
110,540,3,886988793
1,235,5,875071589
334,269,3,891544049
301,95,5,882076334
63,6,3,875747439
269,805,2,891450623
151,357,5,879524585
268,404,4,875309430
199,473,4,883783005
22,780,1,878887377
28,441,2,881961782
299,210,4,889502980
317,326,3,891446438
254,384,1,886475790
178,245,3,882823460
297,194,3,875239453
90,966,5,891385843
11,734,3,891905349
325,514,4,891478006
249,411,3,879640436
18,964,3,880132252
311,118,3,884963203
334,293,3,891544840
294,483,4,889854323
297,86,5,875238883
293,647,5,888905760
294,876,3,889241633
