userId,movieId,rating,timestamp
416,748,4,876696687
468,222,4,875279269
90,497,5,891384996
541,452,3,883874518
642,132,3,885603636
246,11,4,884922512
253,1468,3,891628142
592,1319,1,882608234
399,288,3,882340200
95,203,3,879198888
324,50,5,880575618
551,291,4,892778337
472,1228,4,875983270
127,343,5,884364151
542,790,3,886533090
351,748,4,879481613
633,143,4,877211134
606,756,3,878146986
31,1021,3,881548082
620,678,3,889986642
62,483,4,879373768
194,864,2,879539305
640,38,4,874778612
457,448,4,882548537
230,99,3,880485066
456,172,5,881373019
145,405,3,875270970
13,846,2,882141997
470,284,4,879178884
542,73,3,886533227
334,228,5,891547894
308,678,3,887736408
630,278,4,885667508
533,742,4,879192681
195,1030,2,877835451
392,324,1,891037720
445,324,1,891199297
580,123,4,884125199
429,290,3,882386333
497,781,3,879310445
533,21,3,888239930
401,235,1,891032474
635,300,3,878879107
1,181,5,874965739
491,1281,3,891186806
447,158,3,878856262
630,1040,4,885667660
194,241,2,879527725
178,316,4,888513290
622,196,3,882669695
