userId,movieId,rating,timestamp
251,22,5,886271955
58,692,2,884305123
235,69,4,889655468
345,1226,3,884994592
299,259,3,877877323
332,12,5,888098205
305,690,4,886307828
130,469,5,876251693
406,275,3,879446061
96,174,5,884403020
213,156,5,878955474
212,199,5,879303831
354,154,4,891217897
317,264,4,891446843
177,12,5,880130825
435,225,3,884134076
417,1215,2,879646712
416,53,2,876699946
152,371,4,882477356
95,91,5,880573288
454,153,3,888267521
314,761,4,877889073
407,88,3,876340144
430,436,4,877226365
153,294,2,881370859
416,1041,3,886319408
169,498,3,891359170
487,280,5,883444860
179,302,4,892151173
21,872,2,874950889
269,197,5,891447961
102,672,1,888803148
94,401,4,891722678
320,586,3,884749412
250,235,2,878089786
7,660,5,891353051
409,709,4,881108496
222,651,4,878184290
487,455,2,883444252
304,286,1,884967017
276,108,3,874786924
94,451,4,891723494
238,926,3,883576543
270,546,4,876954484
65,660,5,879216880
327,484,3,887745303
279,396,3,875314231
322,196,4,887314352
416,123,4,876697205
271,118,3,885848132
