userId,movieId,rating,timestamp
245,1028,5,888513447
56,546,3,892679460
295,961,5,879519556
271,1028,2,885848102
222,812,2,881059117
69,240,3,882126156
10,7,4,877892210
22,376,3,878887112
294,931,3,889242857
82,717,1,884714492
279,399,4,875313859
269,234,1,891449406
6,98,5,883600680
243,1039,4,879988184
298,181,4,884125629
282,325,1,881703044
78,323,1,879633567
118,200,5,875384647
283,1114,5,879297545
171,292,4,891034835
70,217,4,884151119
10,100,5,877891747
245,181,4,888513664
107,333,3,891264267
246,561,1,884923445
13,901,1,883670672
276,70,4,874790826
244,17,2,880607205
189,56,5,893265263
226,242,5,883888671
62,1016,4,879373008
276,417,4,874792907
214,478,4,891544052
306,235,4,876504354
222,26,3,878183043
280,631,5,891700751
60,430,5,883326122
56,71,4,892683275
42,274,5,881105817
1,202,5,875072442
13,809,4,882397582
173,289,4,877556988
15,749,1,879455311
185,23,4,883524249
280,540,3,891702304
244,381,4,880604077
150,293,4,878746946
7,497,4,891352134
178,317,4,882826915
178,742,3,882823833
