userId,movieId,rating,timestamp
450,170,5,887660440
840,435,4,891204114
766,385,3,891310281
870,480,5,875680142
58,584,5,884305271
846,487,4,883948685
771,251,5,880660087
503,633,5,880472344
927,96,5,879184761
675,242,4,889488522
890,210,4,882403587
793,405,3,875104340
6,490,5,883601365
707,287,4,880059774
454,86,2,888267280
932,198,4,891249109
87,598,2,879877279
932,436,3,891251225
790,240,3,884462692
772,245,5,877533546
932,101,3,891251225
927,385,4,879193625
749,1016,5,878846958
676,912,3,892685489
864,1033,2,888891473
752,683,4,891208299
846,549,4,883949421
834,326,4,890860386
897,117,3,879993210
882,265,5,879867431
145,268,4,888396828
865,258,4,880142652
921,405,3,879379774
425,347,4,890346517
432,1012,5,889415947
907,553,5,880160056
95,227,2,880572356
756,155,4,874829637
459,1013,3,879563226
886,686,4,876033228
916,230,3,880845177
883,222,3,891717495
898,316,5,888294739
673,896,5,888787355
843,419,2,879446617
551,941,4,892782734
70,227,3,884067476
894,628,3,880416102
582,321,3,882960555
835,616,4,891033718
