userId,movieId,rating,timestamp
276,443,4,874792692
773,100,4,888539347
406,418,5,879793081
834,762,4,890863072
833,449,2,875223923
645,427,5,892053483
697,300,5,882621431
337,50,5,875184413
605,153,4,879424784
58,313,5,884304267
650,644,3,891371061
645,134,5,892054364
416,699,5,893212895
775,331,4,891032923
321,651,3,879441178
757,24,4,888444616
216,356,3,880245125
535,213,5,879618849
21,975,3,874951447
288,528,4,886374286
286,22,4,877532889
474,131,4,887927509
514,211,3,876067235
851,760,4,875730418
712,404,3,874730467
234,125,3,892335739
542,315,4,886532120
334,931,1,891549513
731,508,1,886186811
786,183,4,882843150
50,124,1,877052400
758,1025,3,881295176
741,25,3,891458428
772,304,4,876250442
727,775,4,883713147
275,448,3,880314383
308,194,5,887739257
682,386,2,888521942
795,1110,3,883251943
868,204,2,877105882
151,168,5,879528495
103,118,3,880420002
676,258,2,892685370
717,282,5,884642817
198,823,2,884206587
42,1046,3,881108760
786,143,4,882843039
643,92,4,891447835
293,663,3,888906516
578,324,1,888957735
