userId,movieId,rating,timestamp
790,941,3,885157061
62,69,4,879374015
194,219,2,879527865
645,447,3,892053541
682,420,3,888523115
393,412,3,887745380
293,4,4,888906489
435,25,5,884132434
719,23,3,888897264
338,269,4,879437523
543,509,3,874863734
542,11,2,886533710
542,97,4,886533754
5,374,3,875636905
307,196,3,879205470
130,1013,4,876251287
846,377,2,883950155
706,25,4,880997385
666,318,5,880139180
405,951,1,885548877
727,197,3,883710271
773,1475,4,888539027
308,141,3,887739891
750,358,3,879446216
457,692,4,882396989
734,56,1,891022752
514,234,3,876063765
712,202,4,874730031
588,354,5,890014930
501,121,4,883347023
792,844,4,877910822
655,1506,3,887428871
782,1389,3,891500028
82,496,4,878769992
307,72,3,877122721
644,333,3,889075967
462,866,5,886365387
173,332,4,877557028
648,193,4,884628607
405,708,1,885546487
796,203,3,892690173
291,413,4,874834054
11,208,4,891905032
749,603,5,878847804
664,154,5,876525963
184,724,4,889909672
295,451,4,879518864
829,192,5,881712519
837,845,4,875722392
498,168,4,881958174
