userId,movieId,rating,timestamp
932,811,4,891250392
407,191,5,876339940
798,728,4,875914458
643,4,4,891448136
216,147,4,880232787
889,338,1,880176666
901,294,3,877125532
539,258,4,879787770
868,133,2,877108302
833,523,3,875133840
536,167,3,882361317
736,324,3,878708991
738,665,2,875351873
230,195,3,880484416
919,64,5,875374088
851,128,4,875731330
795,105,1,883774317
900,129,4,877833080
363,652,4,891495143
584,181,4,885778120
933,284,2,874854294
877,451,4,882677865
704,606,2,891397441
916,1011,4,880843666
566,467,3,881650030
868,222,3,877108989
746,208,4,885075569
406,144,1,879445475
389,608,3,880087832
693,77,2,875482860
705,815,3,883427297
510,324,1,887667618
774,199,4,888556517
918,709,4,891986820
483,9,2,878952471
807,186,4,892530004
416,732,5,893213404
767,1,5,891462829
927,568,5,879199250
806,1,4,882385082
664,121,3,876526659
135,226,3,879857956
927,1016,5,879199250
846,270,3,883946284
778,226,4,890670638
326,237,2,879875572
446,299,2,879787149
883,47,3,891694182
676,316,4,892685224
838,45,4,887066644
