userId,movieId,rating,timestamp
840,45,4,891205222
712,1055,4,874730155
472,200,4,875981158
497,541,4,879362546
533,449,4,879191713
130,771,2,878537631
537,211,4,886030831
43,73,4,883956099
825,678,4,880757103
771,134,4,880659482
897,211,5,879991186
796,565,3,893218556
844,55,4,877387769
863,300,5,889289157
879,255,4,887761156
880,64,5,880175646
889,169,5,880177906
496,426,3,876071419
794,109,4,891035941
883,315,3,891691353
194,223,4,879547032
456,1101,3,881374710
451,1295,2,879012811
240,302,5,885775536
302,271,4,879436911
777,238,4,875980541
676,1234,1,892685775
606,651,4,880926018
894,279,4,880993709
815,71,5,878694341
117,252,3,881010322
459,307,5,879561630
896,820,2,887159926
899,48,4,884122044
756,323,3,874832096
897,550,3,879990923
697,369,5,882622481
754,293,4,879451466
627,528,4,879530662
514,898,2,885180893
844,921,5,877388183
305,663,3,886323591
846,1124,4,883948048
65,471,4,879217434
873,879,2,891392577
457,125,4,882393343
221,751,4,885081300
503,124,5,879438233
417,418,4,879647471
833,135,4,875123677
