userId,movieId,rating,timestamp
450,322,4,882370316
925,245,3,884633287
901,121,4,877127219
810,323,4,879895314
586,182,3,884066016
940,116,2,885921741
863,359,3,889289158
26,760,1,891383899
699,878,3,879382955
328,651,5,885046580
472,265,4,892790676
506,63,4,874873944
534,109,4,877808053
641,270,3,879369827
456,1604,4,881372849
435,17,2,884132540
296,250,2,884196689
823,792,3,878438057
897,95,3,879990586
745,182,2,880123314
872,820,3,888479624
773,90,4,888539643
896,1214,2,887159302
305,66,3,886325023
795,820,3,880560679
868,200,3,877107189
90,215,2,891385335
526,150,2,885682370
840,100,5,891203166
640,591,4,875732368
529,301,4,882535639
789,1007,4,880332215
269,603,5,891448871
694,71,4,875730889
804,153,4,879441346
847,25,3,878775796
939,220,5,880261658
399,462,3,882510290
540,1016,4,882157662
301,258,4,882074363
540,471,4,882157706
707,367,4,886291531
901,477,3,877127021
784,300,4,891386988
871,172,5,888193177
345,469,5,884916274
899,202,4,884122419
921,240,1,879379621
780,705,5,891363685
833,55,3,875038807
