userId,movieId,rating,timestamp
833,742,3,875036468
680,294,4,876816043
805,724,2,881696699
840,656,4,891205041
689,181,5,876674861
312,124,3,891698726
902,307,3,879463582
313,576,3,891028472
423,100,5,891395448
682,161,3,888522542
796,172,4,892663090
870,13,4,876319137
328,50,4,885045702
891,409,4,883490041
880,357,5,880175622
930,705,2,879535609
601,934,1,876348285
93,934,3,888705988
725,288,3,876103725
828,355,2,891035437
698,28,2,886366916
773,50,5,888539993
531,1316,4,887049214
37,226,5,880916010
381,520,5,892696757
916,715,4,880845099
593,468,3,886193438
814,444,2,885411347
566,168,4,881650003
347,237,4,881652629
793,628,3,875103942
627,79,3,879531158
618,418,3,891308260
537,1,2,886029889
363,1478,1,891498469
336,1118,4,877758055
749,292,4,878846384
525,742,3,881085843
745,168,3,880123671
907,1284,5,881030348
527,23,5,879456611
666,696,3,880313811
565,207,4,891037393
854,260,3,882812030
864,993,4,878179411
647,82,4,876533912
532,761,4,874787387
598,748,4,886711034
883,269,3,891691436
834,15,4,890863052
