userId,movieId,rating,timestamp
432,181,5,889416118
448,304,3,891888137
541,255,3,884046321
119,301,4,886176779
92,222,4,886440557
213,187,5,878956022
358,666,3,891269992
201,334,4,884110927
417,58,3,879647140
437,497,5,880140192
497,412,1,878759926
56,408,4,892683248
451,688,1,879012811
244,716,3,880607641
445,221,1,891200203
495,504,4,888632546
401,147,2,891032662
472,4,3,875980418
95,141,4,888954631
550,300,4,883425652
429,85,4,882387234
357,274,4,878951784
465,194,4,883531072
234,188,2,892079288
365,222,4,891303950
535,168,5,879618385
18,805,4,880131358
13,661,5,881515411
234,692,3,892335990
525,332,4,881085178
302,988,2,879436875
181,19,1,878962392
536,570,3,882361162
276,356,3,874791101
507,271,5,889964312
249,148,3,879640361
196,116,3,881251753
472,80,3,875981230
214,92,4,892668249
114,646,4,881260473
197,679,1,891409935
577,684,4,880474394
378,450,3,880334476
452,485,2,875276589
130,11,5,875216545
503,134,5,880383588
434,9,1,886724563
291,38,3,874834914
450,357,5,882373531
548,657,5,891044411
