userId,movieId,rating,timestamp
500,164,4,883874469
437,794,4,880143243
436,159,4,887770192
500,1163,1,883865290
311,423,5,884365579
342,1167,1,875319854
52,204,4,882923012
429,1217,2,882385489
519,352,5,883250148
178,127,5,882823978
43,133,4,875981483
532,70,4,888634801
92,651,4,875653271
42,58,5,881108040
109,411,4,880572296
435,49,4,884132072
296,303,4,884196238
406,1202,3,879445684
85,712,3,882995754
429,164,4,882385489
425,55,4,878737945
91,603,5,891439171
13,909,5,890704721
497,152,2,878759898
177,176,4,880130951
327,298,3,887744405
276,222,4,880913800
456,69,4,881373949
507,826,5,889966127
303,544,4,879483617
200,392,5,884128858
358,318,5,891271063
128,387,2,879968774
514,402,4,875463245
489,263,2,891448268
389,780,3,880614316
495,642,4,888635050
161,186,4,891171530
345,223,5,884902317
459,1,4,879562960
417,367,2,879648898
351,1024,4,879481495
363,216,3,891495879
26,831,2,891379753
109,809,4,880582945
280,324,5,891700185
299,962,4,889501593
339,709,5,891032982
94,993,4,891724303
450,451,4,882398220
