userId,movieId,rating,timestamp
85,132,5,879453965
293,174,5,888905923
269,792,4,891448436
72,69,4,880036579
592,307,4,882607528
16,684,5,877719863
627,939,3,879530264
388,559,5,886441133
548,234,4,891044356
353,358,1,891402617
249,421,5,879572516
222,716,2,878183481
490,926,2,875428185
533,1016,3,887721769
242,283,4,879740362
244,68,5,880602170
551,728,2,892785331
504,448,5,887840134
378,237,4,880044697
686,187,5,879545481
659,89,4,891384637
500,611,5,883873940
547,333,4,891282555
222,816,1,881060412
222,191,2,878181906
5,216,1,875720967
685,340,2,879451401
704,354,4,891397015
299,970,4,877880350
479,281,3,879460285
430,248,3,877225832
405,1103,2,885546025
110,88,4,886988967
457,195,5,882395049
405,1070,1,885547123
113,9,3,875076307
655,1538,3,887425498
642,88,5,886131546
692,287,3,876953130
496,204,3,876066531
666,529,5,880568129
655,792,3,891585380
642,139,1,886569417
452,62,2,875563098
102,49,2,892992129
529,319,4,882535220
655,284,2,887426732
655,619,3,887430746
235,1176,5,889655820
187,179,5,879465782
