userId,movieId,rating,timestamp
747,305,5,888638183
749,85,4,878849259
471,946,2,889827982
930,16,1,879534925
567,525,5,882425901
234,200,5,892335074
537,901,1,886029488
764,21,2,876243794
889,1048,3,880177435
727,122,2,883709802
748,133,3,879454455
731,496,5,886179040
699,3,3,879147917
773,751,3,888538175
720,311,5,891262635
639,673,4,891239406
541,139,3,884047204
346,1188,1,875264472
533,172,4,879191184
803,307,4,880055604
783,330,1,884326755
763,609,4,878918712
916,241,4,880845368
870,647,4,879270400
715,144,5,875962991
682,176,4,888521195
43,892,3,883954776
660,1240,3,891201637
934,527,3,891191334
21,323,2,874950972
836,357,5,885754173
935,283,4,884472136
934,584,4,891196384
416,310,5,893214225
653,1065,1,880152085
901,66,5,877131307
848,855,5,887046915
908,300,3,879722076
932,1149,4,891249767
682,722,4,888522073
796,939,3,892761504
653,1132,1,880153429
798,393,3,875915029
156,646,4,888185947
774,546,1,888558565
13,629,1,882141582
747,505,5,888639823
204,12,4,892513865
577,826,4,880470852
158,431,5,880134477
