userId,movieId,rating,timestamp
174,178,5,886513947
72,1147,5,880036783
517,127,4,892660033
500,268,5,883864840
7,666,4,892132192
318,618,3,884496984
327,152,3,887819194
468,111,4,875280518
435,162,1,884132755
1,66,4,878543030
345,255,4,884994156
239,462,5,889179623
13,39,3,882397581
311,66,4,884365325
658,96,4,875147873
552,1014,4,879222520
682,597,1,888522699
622,855,3,882592103
654,678,4,888687055
262,153,3,879793346
664,663,4,876525998
481,283,5,885828389
545,549,4,879901920
593,183,4,875670915
606,161,4,880926994
426,135,3,879444604
269,255,1,891446703
536,708,3,882361179
680,20,4,877075273
76,93,4,882606572
561,52,4,885809583
207,475,2,875503932
295,381,5,879518528
346,541,3,874951104
234,765,3,892336322
276,769,1,874977334
21,259,2,874951005
677,148,4,889399265
427,258,4,879700792
606,993,5,887059716
401,511,2,891033092
138,509,4,879024232
234,650,3,892078837
478,1048,4,889388357
388,9,3,886437226
232,100,5,880062447
483,180,2,878954086
683,268,4,893286261
90,496,4,891385787
634,508,4,880067125
