userId,movieId,rating,timestamp
654,746,3,887864204
561,724,3,885808867
432,864,2,889416657
334,675,4,891547148
634,14,3,875728783
524,55,2,884634911
659,77,4,891386680
543,4,4,875658853
503,50,5,879438161
436,628,5,887770457
537,299,2,886028791
363,95,3,891496694
338,197,5,879438473
682,1303,2,888522699
626,294,3,878771243
585,1021,3,891283681
561,684,3,885808867
653,1206,3,880152377
665,476,4,884291133
460,307,4,882912418
655,1395,3,887768594
660,402,3,891201380
299,531,3,877880350
458,589,4,886396140
577,829,3,880470884
684,38,3,878759635
460,1251,3,882912285
82,7,3,876311217
269,1110,2,891450385
550,50,5,883425283
654,1035,4,887864697
163,28,3,891220019
668,554,3,881702723
11,125,4,891903108
519,325,1,883248535
487,955,5,884024462
372,288,5,876869066
561,216,3,885807173
299,274,3,877878339
621,257,5,880738699
52,25,5,882922562
483,195,3,878954753
610,288,3,888702795
539,285,4,879788623
294,151,5,877819761
648,28,5,884628437
85,121,2,879453167
650,581,2,891370155
624,1047,3,879793436
552,988,3,879220650
