userId,movieId,rating,timestamp
883,1118,4,891694276
892,765,2,886610840
620,627,5,889988037
379,843,4,880962285
561,526,3,885808796
95,294,2,884266083
825,407,3,889021180
671,452,4,884035173
556,523,5,882136205
580,25,3,884125457
846,419,5,883948949
530,275,5,890627396
767,481,5,891462614
417,141,3,879648510
880,383,3,880243147
588,313,5,890014782
864,145,4,888892230
561,11,4,885807743
907,744,5,880159015
447,24,3,878854520
859,381,4,885776352
305,45,5,886323275
870,31,4,875680070
592,409,1,882609056
474,729,4,887927152
891,121,4,883490041
219,433,5,889403133
940,482,5,885921198
816,243,4,891711554
378,412,2,880334409
779,275,4,875992583
429,230,2,882385985
886,568,3,876032973
741,255,3,891458098
642,1425,2,885606024
835,685,4,891032627
916,684,3,880844395
843,89,5,879444670
618,1221,2,891309636
468,91,5,875301056
622,190,4,882669762
933,194,4,874854135
864,333,5,890463283
607,855,4,883880027
938,235,1,891357137
526,298,4,885682528
882,101,3,879879807
774,174,3,888557198
864,66,3,888889784
385,231,2,879449309
