userId,movieId,rating,timestamp
326,170,2,879874897
119,591,4,886177235
410,313,5,888627137
221,64,5,875245350
442,834,2,883389337
115,596,1,881170663
435,204,3,884132366
18,378,3,880131804
449,212,5,880410624
193,246,3,890859402
389,47,4,880086971
429,208,4,882384772
311,202,4,884364694
472,877,3,892789947
378,401,4,880332347
130,1039,4,875216420
99,28,3,885680578
145,820,2,885557732
272,746,3,879454797
62,250,5,879372455
452,276,1,885490917
381,631,4,892696654
373,421,4,877105563
96,187,5,884402791
350,204,4,882346161
425,177,3,878738290
26,1,3,891350625
452,201,1,875875685
399,41,2,882348876
90,162,5,891385190
30,242,5,885941156
422,270,3,878058917
286,186,5,877534903
380,31,1,885479730
64,81,4,889739460
181,991,1,878961814
41,474,5,890687066
365,762,4,891304300
233,584,4,877663548
280,118,2,891701027
92,456,2,888469668
42,1047,4,881106419
452,89,5,875263413
154,474,5,879138783
42,427,4,881107773
121,124,5,891388063
291,1073,5,874834701
393,842,4,889729212
144,1138,4,888104684
102,778,3,892991448
