userId,movieId,rating,timestamp
269,1427,2,891448141
791,245,4,879448087
885,154,3,885713434
709,1059,5,879847945
18,32,2,880132129
871,1022,3,888192689
144,100,5,888104063
653,496,2,878866679
276,567,3,874792794
788,118,3,880870335
854,461,3,882814298
387,191,4,886479610
896,471,3,887159972
883,175,5,891694312
642,411,5,885605834
454,486,3,881960385
7,69,5,891351728
222,692,4,878182370
863,342,1,889289241
665,135,4,884294880
819,346,5,884012487
455,239,3,879111397
344,628,4,884899442
844,184,3,877387769
15,748,3,879455262
303,287,4,879485203
452,102,2,875560150
546,379,4,885141465
455,200,5,879111092
807,227,4,892529805
679,215,3,884487999
60,496,4,883326682
305,505,3,886323006
895,301,4,879437793
874,14,4,888632411
939,993,4,880260853
405,1591,1,885549943
279,30,2,877756984
672,284,4,879789030
885,588,4,885714820
16,202,5,877724726
463,111,2,877385414
843,71,2,879449256
796,761,3,893048622
741,181,4,891036681
790,67,3,885158007
705,82,5,883427663
698,181,3,886366141
405,923,2,885549464
655,317,3,887474269
